,Report_Date,Georgia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
235,2020-09-13,2227,319.1343651725767,41265.76251532016,False,236,3918.0239710897263,82531.52503064027
236,2020-09-14,2392,319.1343651725767,41265.76251532016,False,237,4054.870580392626,82531.52503064027
237,2020-09-15,2562,319.1343651725767,41265.76251532016,False,238,4196.241761939866,82531.52503064027
238,2020-09-16,2758,319.1343651725767,41265.76251532016,False,239,4342.269061606333,82531.52503064027
239,2020-09-17,2937,319.1343651725767,41265.76251532016,False,240,4493.086573959045,82531.52503064027
240,2020-09-18,3119,319.1343651725767,41265.76251532016,False,241,4648.830896957433,82531.52503064027
241,2020-09-19,3306,319.1343651725767,41265.76251532016,False,242,4809.641077757239,82531.52503064027
242,2020-09-20,3502,319.1343651725767,41265.76251532016,False,243,4975.658549044611,82531.52503064027
243,2020-09-21,3695,319.1343651725767,41265.76251532016,False,244,5147.027055312039,82531.52503064027
244,2020-09-22,3913,319.1343651725767,41265.76251532016,False,245,5323.892568474982,82531.52503064027
245,2020-09-23,4140,319.1343651725767,41265.76251532016,False,246,5506.403192216451,82531.52503064027
246,2020-09-24,4399,319.1343651725767,41265.76251532016,False,247,5694.709054438294,82531.52503064027
247,2020-09-25,4664,319.1343651725767,41265.76251532016,False,248,5888.962187191331,82531.52503064027
248,2020-09-26,4960,319.1343651725767,41265.76251532016,False,249,6089.316393453151,82531.52503064027
249,2020-09-27,5254,319.1343651725767,41265.76251532016,False,250,6295.927100122419,82531.52503064027
250,2020-09-28,5552,319.1343651725767,41265.76251532016,False,251,6508.951196601896,82531.52503064027
251,2020-09-29,5866,319.1343651725767,41265.76251532016,False,252,6728.546858350414,82531.52503064027
252,2020-09-30,6192,319.1343651725767,41265.76251532016,False,253,6954.873354796168,82531.52503064027
253,2020-10-01,6640,319.1343651725767,41265.76251532016,False,254,7188.090841021089,82531.52503064027
254,2020-10-02,7093,319.1343651725767,41265.76251532016,False,255,7428.360132648765,82531.52503064027
255,2020-10-03,7564,319.1343651725767,41265.76251532016,False,256,7675.842463397298,82531.52503064027
256,2020-10-04,8118,319.1343651725767,41265.76251532016,False,257,7930.69922479324,82531.52503064027
257,2020-10-05,8696,319.1343651725767,41265.76251532016,False,258,8193.091687585124,82531.52503064027
258,2020-10-06,9245,319.1343651725767,41265.76251532016,False,259,8463.180704444174,82531.52503064027
259,2020-10-07,9753,319.1343651725767,41265.76251532016,False,260,8741.126393596922,82531.52503064027
260,2020-10-08,10225,319.1343651725767,41265.76251532016,False,261,9027.087803099976,82531.52503064027
261,2020-10-09,10752,319.1343651725767,41265.76251532016,False,262,9321.222555540675,82531.52503064027
262,2020-10-10,11271,319.1343651725767,41265.76251532016,False,263,9623.686473030675,82531.52503064027
263,2020-10-11,11794,319.1343651725767,41265.76251532016,False,264,9934.633182451445,82531.52503064027
264,2020-10-12,12272,319.1343651725767,41265.76251532016,False,265,10254.21370101239,82531.52503064027
265,2020-10-13,12841,319.1343651725767,41265.76251532016,False,266,10582.576002293634,82531.52503064027
266,2020-10-14,13521,319.1343651725767,41265.76251532016,False,267,10919.864563067124,82531.52503064027
267,2020-10-15,14440,319.1343651725767,41265.76251532016,False,268,11266.219891320094,82531.52503064027
