,Report_Date,Ghana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
236,2020-09-14,45601,172.80341175162485,25005.901195799543,True,237,46845.80037938602,49973.9394225275
237,2020-09-15,45655,172.80341175162485,25005.901195799543,True,238,46968.0106317312,49973.9394225275
238,2020-09-16,45655,172.80341175162485,25005.901195799543,True,239,47085.798120268955,49973.9394225275
239,2020-09-17,45714,172.80341175162485,25005.901195799543,True,240,47199.300457970996,49973.9394225275
240,2020-09-18,45760,172.80341175162485,25005.901195799543,True,241,47308.652701660816,49973.9394225275
241,2020-09-19,45877,172.80341175162485,25005.901195799543,True,242,47413.987256250424,49973.9394225275
242,2020-09-20,46004,172.80341175162485,25005.901195799543,True,243,47515.43379405542,49973.9394225275
243,2020-09-21,46062,172.80341175162485,25005.901195799543,True,244,47613.11918816281,49973.9394225275
244,2020-09-22,46062,172.80341175162485,25005.901195799543,True,245,47707.167458857264,49973.9394225275
245,2020-09-23,46153,172.80341175162485,25005.901195799543,True,246,47797.699732144356,49973.9394225275
246,2020-09-24,46222,172.80341175162485,25005.901195799543,True,247,47884.834209446104,49973.9394225275
247,2020-09-25,46222,172.80341175162485,25005.901195799543,True,248,47968.68614758181,49973.9394225275
248,2020-09-26,46222,172.80341175162485,25005.901195799543,True,249,48049.3678481863,49973.9394225275
249,2020-09-27,46387,172.80341175162485,25005.901195799543,True,250,48126.988655758236,49973.9394225275
250,2020-09-28,46444,172.80341175162485,25005.901195799543,True,251,48201.65496357101,49973.9394225275
251,2020-09-29,46482,172.80341175162485,25005.901195799543,True,252,48273.47022672014,49973.9394225275
252,2020-09-30,46626,172.80341175162485,25005.901195799543,True,253,48342.53498162073,49973.9394225275
253,2020-10-01,46656,172.80341175162485,25005.901195799543,True,254,48408.946871308806,49973.9394225275
254,2020-10-02,46694,172.80341175162485,25005.901195799543,True,255,48472.80067593935,49973.9394225275
255,2020-10-03,46803,172.80341175162485,25005.901195799543,True,256,48534.18834791193,49973.9394225275
256,2020-10-04,46829,172.80341175162485,25005.901195799543,True,257,48593.19905109217,49973.9394225275
257,2020-10-05,46829,172.80341175162485,25005.901195799543,True,258,48649.919203632795,49973.9394225275
258,2020-10-06,46829,172.80341175162485,25005.901195799543,True,259,48704.43252393298,49973.9394225275
259,2020-10-07,46829,172.80341175162485,25005.901195799543,True,260,48756.820079307756,49973.9394225275
260,2020-10-08,46947,172.80341175162485,25005.901195799543,True,261,48807.16033697084,49973.9394225275
261,2020-10-09,46987,172.80341175162485,25005.901195799543,True,262,48855.529216965,49973.9394225275
262,2020-10-10,47005,172.80341175162485,25005.901195799543,True,263,48902.000146702325,49973.9394225275
263,2020-10-11,47005,172.80341175162485,25005.901195799543,True,264,48946.64411680476,49973.9394225275
264,2020-10-12,47030,172.80341175162485,25005.901195799543,True,265,48989.52973796047,49973.9394225275
265,2020-10-13,47126,172.80341175162485,25005.901195799543,True,266,49030.723298536665,49973.9394225275
266,2020-10-14,47126,172.80341175162485,25005.901195799543,True,267,49070.288822711926,49973.9394225275
267,2020-10-15,47173,172.80341175162485,25005.901195799543,True,268,49108.288128913126,49973.9394225275
268,2020-10-16,47173,172.80341175162485,25005.901195799543,True,269,49144.78088836198,49973.9394225275
269,2020-10-17,47232,172.80341175162485,25005.901195799543,True,270,49179.8246835553,49973.9394225275
270,2020-10-18,47310,172.80341175162485,25005.901195799543,True,271,49213.475066520834,49973.9394225275
271,2020-10-19,47372,172.80341175162485,25005.901195799543,True,272,49245.78561670666,49973.9394225275
272,2020-10-20,47461,172.80341175162485,25005.901195799543,True,273,49276.80799837782,49973.9394225275
273,2020-10-21,47461,172.80341175162485,25005.901195799543,True,274,49306.59201740793,49973.9394225275
274,2020-10-22,47538,172.80341175162485,25005.901195799543,True,275,49335.185677366346,49973.9394225275
275,2020-10-23,47601,172.80341175162485,25005.901195799543,True,276,49362.6352348143,49973.9394225275
276,2020-10-24,47690,172.80341175162485,25005.901195799543,True,277,49388.98525373382,49973.9394225275
277,2020-10-25,47690,172.80341175162485,25005.901195799543,True,278,49414.278659024305,49973.9394225275
278,2020-10-26,47775,172.80341175162485,25005.901195799543,True,279,49438.556789010465,49973.9394225275
279,2020-10-27,47775,172.80341175162485,25005.901195799543,True,280,49461.859446914576,49973.9394225275
280,2020-10-28,47775,172.80341175162485,25005.901195799543,True,281,49484.224951253615,49973.9394225275
281,2020-10-29,48055,172.80341175162485,25005.901195799543,True,282,49505.6901851291,49973.9394225275
282,2020-10-30,48055,172.80341175162485,25005.901195799543,True,283,49526.29064438436,49973.9394225275
283,2020-10-31,48055,172.80341175162485,25005.901195799543,True,284,49546.06048460961,49973.9394225275
